,first_top_up_date,second_top_up_date,segment,survival_in_days,status
8347,2022-02-23,,fast,36.0,False
7538,2022-03-16,,fast,15.0,False
5826,2022-03-27,,regular,4.0,False
3972,2022-01-07,2022-02-13,regular,37.0,True
6983,2022-02-27,,regular,32.0,False
3740,2022-03-12,,regular,19.0,False
3052,2022-01-22,2022-02-14,regular,23.0,True
7694,2022-03-30,,fast,1.0,False
8378,2022-03-14,,fast,17.0,False
6991,2022-02-12,2022-03-19,regular,35.0,True
2059,2022-01-07,,regular,83.0,False
2002,2022-03-21,,regular,10.0,False
2827,2022-03-01,,regular,30.0,False
259,2022-01-19,2022-02-04,regular,16.0,True
3328,2022-03-29,,regular,2.0,False
2595,2022-01-30,2022-03-03,regular,32.0,True
2180,2022-02-08,2022-03-19,regular,39.0,True
9776,2022-03-20,,chunk,11.0,False
659,2022-01-03,2022-02-07,regular,35.0,True
3871,2022-02-21,2022-03-22,regular,29.0,True
75,2022-03-25,,regular,6.0,False
2839,2022-02-05,2022-02-22,regular,17.0,True
2500,2022-03-28,,regular,3.0,False
7813,2022-02-10,2022-02-18,fast,8.0,True
4538,2022-01-22,2022-02-25,regular,34.0,True
5436,2022-02-05,2022-02-25,regular,20.0,True
6951,2022-01-06,,regular,84.0,False
6588,2022-02-28,2022-03-25,regular,25.0,True
4013,2022-03-27,,regular,4.0,False
4370,2022-01-17,2022-02-28,regular,42.0,True
6090,2022-01-05,2022-01-28,regular,23.0,True
4675,2022-01-15,2022-02-02,regular,18.0,True
7997,2022-01-15,2022-02-09,fast,25.0,True
2927,2022-02-23,2022-03-27,regular,32.0,True
514,2022-02-22,,regular,37.0,False
6916,2022-03-24,,regular,7.0,False
1424,2022-01-03,,regular,87.0,False
1284,2022-01-26,2022-03-03,regular,36.0,True
771,2022-01-21,2022-02-12,regular,22.0,True
6524,2022-02-19,2022-03-17,regular,26.0,True
2942,2022-03-25,,regular,6.0,False
3080,2022-01-27,,regular,63.0,False
4424,2022-03-03,,regular,28.0,False
1899,2022-03-30,,regular,1.0,False
8990,2022-01-21,2022-02-15,fast,25.0,True
1554,2022-03-17,,regular,14.0,False
9553,2022-02-04,,chunk,55.0,False
7954,2022-02-19,,fast,40.0,False
5971,2022-02-04,,regular,55.0,False
4829,2022-03-22,,regular,9.0,False
7323,2022-01-29,2022-02-13,fast,15.0,True
3206,2022-01-07,2022-02-01,regular,25.0,True
1410,2022-02-15,2022-03-30,regular,43.0,True
3254,2022-03-22,,regular,9.0,False
9270,2022-01-25,,chunk,65.0,False
6377,2022-02-15,,regular,44.0,False
499,2022-02-10,2022-03-05,regular,23.0,True
8567,2022-02-05,2022-02-10,fast,5.0,True
5671,2022-01-12,2022-02-15,regular,34.0,True
9366,2022-02-04,,chunk,55.0,False
3287,2022-02-02,2022-03-02,regular,28.0,True
7068,2022-01-15,2022-02-15,fast,31.0,True
3787,2022-02-10,,regular,49.0,False
4995,2022-01-18,2022-02-03,regular,16.0,True
9920,2022-02-27,,chunk,32.0,False
8654,2022-03-12,,fast,19.0,False
2668,2022-01-07,2022-01-20,regular,13.0,True
4926,2022-02-09,2022-03-21,regular,40.0,True
5070,2022-03-05,,regular,26.0,False
7777,2022-01-01,2022-01-20,fast,19.0,True
2189,2022-01-09,2022-01-31,regular,22.0,True
194,2022-03-02,2022-03-25,regular,23.0,True
5395,2022-02-21,,regular,38.0,False
6178,2022-03-02,2022-03-28,regular,26.0,True
5575,2022-03-17,,regular,14.0,False
8234,2022-03-21,2022-03-30,fast,9.0,True
4526,2022-03-13,,regular,18.0,False
8047,2022-02-02,2022-03-20,fast,46.0,True
7071,2022-03-27,,fast,4.0,False
5657,2022-02-17,2022-03-24,regular,35.0,True
1865,2022-02-04,2022-03-03,regular,27.0,True
1751,2022-03-06,2022-03-21,regular,15.0,True
976,2022-03-01,2022-03-31,regular,30.0,True
5024,2022-01-06,,regular,84.0,False
6353,2022-02-17,2022-03-27,regular,38.0,True
9110,2022-01-10,2022-03-03,chunk,52.0,True
1714,2022-02-19,2022-03-19,regular,28.0,True
3021,2022-02-17,2022-03-12,regular,23.0,True
4736,2022-02-01,2022-02-27,regular,26.0,True
2687,2022-03-22,,regular,9.0,False
580,2022-02-12,2022-03-05,regular,21.0,True
6874,2022-01-28,2022-02-13,regular,16.0,True
2466,2022-02-10,2022-03-17,regular,35.0,True
7321,2022-01-26,2022-02-12,fast,17.0,True
1219,2022-01-07,,regular,83.0,False
93,2022-03-17,,regular,14.0,False
4038,2022-03-24,,regular,7.0,False
3677,2022-01-31,2022-03-10,regular,38.0,True
3244,2022-01-06,,regular,84.0,False
2702,2022-03-09,,regular,22.0,False
1019,2022-03-19,,regular,12.0,False
3311,2022-03-10,,regular,21.0,False
3110,2022-01-09,,regular,81.0,False
1560,2022-02-06,2022-03-02,regular,24.0,True
2476,2022-02-10,,regular,49.0,False
4527,2022-02-05,,regular,54.0,False
8169,2022-02-13,,fast,46.0,False
7690,2022-03-18,,fast,13.0,False
1279,2022-01-20,,regular,70.0,False
7339,2022-02-11,2022-03-28,fast,45.0,True
138,2022-02-16,2022-03-20,regular,32.0,True
6505,2022-01-18,2022-02-20,regular,33.0,True
539,2022-01-23,,regular,67.0,False
1389,2022-01-02,2022-01-09,regular,7.0,True
7705,2022-03-29,,fast,2.0,False
1915,2022-01-27,,regular,63.0,False
1076,2022-01-28,2022-02-28,regular,31.0,True
518,2022-02-15,2022-03-03,regular,16.0,True
2781,2022-01-25,2022-02-28,regular,34.0,True
3593,2022-01-28,2022-02-26,regular,29.0,True
6659,2022-01-30,2022-02-13,regular,14.0,True
3892,2022-02-11,2022-03-21,regular,38.0,True
4157,2022-03-27,,regular,4.0,False
1594,2022-03-10,2022-03-29,regular,19.0,True
8839,2022-03-08,2022-03-15,fast,7.0,True
1859,2022-01-05,,regular,85.0,False
5759,2022-03-26,,regular,5.0,False
9386,2022-02-23,,chunk,36.0,False
5988,2022-02-02,2022-03-08,regular,34.0,True
8618,2022-01-26,2022-02-19,fast,24.0,True
3796,2022-03-21,,regular,10.0,False
8171,2022-03-14,,fast,17.0,False
9206,2022-02-20,,chunk,39.0,False
1030,2022-01-17,2022-02-15,regular,29.0,True
5622,2022-02-11,2022-03-19,regular,36.0,True
7187,2022-02-19,2022-03-22,fast,31.0,True
8085,2022-01-11,2022-02-06,fast,26.0,True
2800,2022-03-03,,regular,28.0,False
7079,2022-03-13,,fast,18.0,False
1689,2022-03-24,,regular,7.0,False
1122,2022-01-19,,regular,71.0,False
705,2022-03-15,,regular,16.0,False
9593,2022-03-14,,chunk,17.0,False
9144,2022-02-11,,chunk,48.0,False
8690,2022-01-20,2022-02-28,fast,39.0,True
2711,2022-03-05,2022-03-30,regular,25.0,True
5471,2022-01-31,2022-03-03,regular,31.0,True
9052,2022-02-01,2022-03-30,chunk,57.0,True
5888,2022-02-03,,regular,56.0,False
1675,2022-02-16,2022-03-29,regular,41.0,True
864,2022-02-18,2022-03-24,regular,34.0,True
6110,2022-01-01,2022-02-08,regular,38.0,True
565,2022-02-07,2022-02-23,regular,16.0,True
1137,2022-02-07,,regular,52.0,False
8049,2022-01-30,2022-03-18,fast,47.0,True
9098,2022-01-23,,chunk,67.0,False
4149,2022-02-26,,regular,33.0,False
629,2022-02-07,2022-02-24,regular,17.0,True
6734,2022-02-21,2022-03-29,regular,36.0,True
4671,2022-02-19,2022-03-21,regular,30.0,True
8770,2022-02-10,,fast,49.0,False
2596,2022-03-04,2022-03-25,regular,21.0,True
5285,2022-03-26,,regular,5.0,False
1989,2022-02-07,2022-03-13,regular,34.0,True
8003,2022-02-09,2022-03-30,fast,49.0,True
2217,2022-02-21,,regular,38.0,False
2019,2022-03-14,,regular,17.0,False
7894,2022-01-16,2022-01-26,fast,10.0,True
8411,2022-01-02,2022-02-08,fast,37.0,True
7371,2022-01-12,,fast,78.0,False
2954,2022-01-16,2022-02-19,regular,34.0,True
4249,2022-03-28,,regular,3.0,False
4411,2022-03-04,,regular,27.0,False
8900,2022-02-08,2022-03-10,fast,30.0,True
6189,2022-01-15,2022-02-13,regular,29.0,True
3329,2022-01-29,,regular,61.0,False
427,2022-01-15,2022-02-21,regular,37.0,True
7651,2022-02-12,2022-02-25,fast,13.0,True
2467,2022-03-16,,regular,15.0,False
1519,2022-01-26,2022-02-27,regular,32.0,True
3848,2022-03-06,,regular,25.0,False
9921,2022-03-25,,chunk,6.0,False
6660,2022-03-19,,regular,12.0,False
5177,2022-03-30,,regular,1.0,False
6831,2022-02-19,2022-03-10,regular,19.0,True
5693,2022-01-13,2022-02-08,regular,26.0,True
9860,2022-02-11,,chunk,48.0,False
6068,2022-01-18,2022-02-03,regular,16.0,True
1959,2022-02-02,2022-03-15,regular,41.0,True
5444,2022-03-04,,regular,27.0,False
3969,2022-02-15,2022-03-13,regular,26.0,True
6098,2022-03-13,,regular,18.0,False
5659,2022-01-27,2022-02-25,regular,29.0,True
8561,2022-01-03,2022-01-31,fast,28.0,True
985,2022-01-15,2022-01-30,regular,15.0,True
6820,2022-03-26,,regular,5.0,False
1870,2022-03-10,,regular,21.0,False
4061,2022-03-01,2022-03-26,regular,25.0,True
549,2022-02-01,,regular,58.0,False
4259,2022-01-27,,regular,63.0,False
1758,2022-01-15,2022-02-13,regular,29.0,True
7357,2022-02-10,2022-02-24,fast,14.0,True
7798,2022-02-27,,fast,32.0,False
9718,2022-03-19,,chunk,12.0,False
1347,2022-03-21,,regular,10.0,False
15,2022-01-15,2022-02-10,regular,26.0,True
1535,2022-03-22,,regular,9.0,False
7751,2022-01-03,,fast,87.0,False
543,2022-03-13,,regular,18.0,False
5415,2022-03-12,,regular,19.0,False
4985,2022-03-15,,regular,16.0,False
8758,2022-02-18,2022-03-23,fast,33.0,True
6494,2022-02-05,,regular,54.0,False
6512,2022-02-09,2022-02-22,regular,13.0,True
9796,2022-02-08,,chunk,51.0,False
2981,2022-02-01,2022-03-15,regular,42.0,True
8062,2022-03-15,,fast,16.0,False
8981,2022-01-15,2022-02-22,fast,38.0,True
5760,2022-03-08,,regular,23.0,False
2613,2022-02-01,,regular,58.0,False
9090,2022-03-24,,chunk,7.0,False
8154,2022-03-03,,fast,28.0,False
1682,2022-03-25,,regular,6.0,False
6663,2022-03-16,,regular,15.0,False
5611,2022-01-09,2022-01-30,regular,21.0,True
162,2022-01-24,2022-02-15,regular,22.0,True
4511,2022-01-26,2022-02-25,regular,30.0,True
4435,2022-03-05,,regular,26.0,False
4498,2022-01-22,2022-02-24,regular,33.0,True
9655,2022-01-30,,chunk,60.0,False
9968,2022-01-22,,chunk,68.0,False
1926,2022-01-23,2022-02-26,regular,34.0,True
8011,2022-03-01,2022-03-21,fast,20.0,True
6417,2022-03-29,,regular,2.0,False
439,2022-01-15,2022-02-13,regular,29.0,True
1817,2022-03-07,,regular,24.0,False
8402,2022-01-18,2022-03-06,fast,47.0,True
4692,2022-02-23,2022-03-12,regular,17.0,True
3441,2022-03-24,,regular,7.0,False
697,2022-02-01,,regular,58.0,False
8329,2022-03-15,2022-03-27,fast,12.0,True
7716,2022-03-27,,fast,4.0,False
7540,2022-02-14,2022-03-22,fast,36.0,True
9346,2022-01-24,2022-03-21,chunk,56.0,True
1932,2022-01-23,2022-02-22,regular,30.0,True
4765,2022-02-27,2022-03-26,regular,27.0,True
5092,2022-01-31,2022-02-16,regular,16.0,True
3057,2022-03-21,,regular,10.0,False
5193,2022-03-06,,regular,25.0,False
3134,2022-01-12,,regular,78.0,False
4670,2022-01-16,2022-02-20,regular,35.0,True
2308,2022-01-11,2022-02-10,regular,30.0,True
8999,2022-02-07,2022-03-02,fast,23.0,True
7050,2022-01-18,,fast,72.0,False
7003,2022-03-16,,fast,15.0,False
6758,2022-01-08,,regular,82.0,False
4030,2022-03-24,,regular,7.0,False
7166,2022-03-14,,fast,17.0,False
1426,2022-02-24,2022-03-21,regular,25.0,True
6558,2022-03-01,2022-03-22,regular,21.0,True
8980,2022-03-01,2022-03-13,fast,12.0,True
4047,2022-02-10,2022-03-27,regular,45.0,True
4441,2022-02-17,2022-03-11,regular,22.0,True
6887,2022-02-26,2022-03-13,regular,15.0,True
421,2022-03-05,,regular,26.0,False
8553,2022-03-04,,fast,27.0,False
3592,2022-03-02,,regular,29.0,False
1570,2022-02-17,,regular,42.0,False
879,2022-01-09,,regular,81.0,False
3939,2022-01-09,2022-02-21,regular,43.0,True
6264,2022-02-26,,regular,33.0,False
2698,2022-01-06,2022-02-06,regular,31.0,True
9753,2022-02-18,,chunk,41.0,False
5735,2022-03-11,,regular,20.0,False
229,2022-03-27,,regular,4.0,False
5601,2022-02-11,,regular,48.0,False
7270,2022-02-27,2022-03-21,fast,22.0,True
9595,2022-01-11,2022-03-10,chunk,58.0,True
5966,2022-02-03,2022-03-05,regular,30.0,True
5795,2022-01-22,2022-02-11,regular,20.0,True
4409,2022-03-10,,regular,21.0,False
3333,2022-03-19,,regular,12.0,False
9773,2022-02-02,,chunk,57.0,False
7536,2022-02-19,,fast,40.0,False
8937,2022-03-16,2022-03-17,fast,1.0,True
4218,2022-03-30,,regular,1.0,False
6039,2022-01-28,2022-03-05,regular,36.0,True
5066,2022-02-28,2022-03-17,regular,17.0,True
1384,2022-03-03,,regular,28.0,False
3425,2022-01-24,2022-02-14,regular,21.0,True
9905,2022-02-06,,chunk,53.0,False
8612,2022-03-21,,fast,10.0,False
4079,2022-01-20,2022-02-16,regular,27.0,True
5925,2022-02-10,,regular,49.0,False
105,2022-02-01,2022-02-27,regular,26.0,True
7189,2022-02-12,,fast,47.0,False
3478,2022-03-10,,regular,21.0,False
5462,2022-01-19,2022-02-22,regular,34.0,True
1756,2022-01-03,2022-02-06,regular,34.0,True
1797,2022-03-04,2022-03-28,regular,24.0,True
3586,2022-03-30,,regular,1.0,False
508,2022-03-26,,regular,5.0,False
6166,2022-01-21,2022-02-18,regular,28.0,True
2864,2022-01-03,2022-02-07,regular,35.0,True
9334,2022-02-07,,chunk,52.0,False
4328,2022-03-01,,regular,30.0,False
2658,2022-03-03,,regular,28.0,False
5474,2022-02-22,2022-03-20,regular,26.0,True
7143,2022-02-15,2022-03-21,fast,34.0,True
7849,2022-03-07,2022-03-21,fast,14.0,True
9287,2022-02-19,,chunk,40.0,False
1872,2022-03-22,,regular,9.0,False
9762,2022-02-11,,chunk,48.0,False
6509,2022-03-06,,regular,25.0,False
1043,2022-01-28,,regular,62.0,False
5372,2022-03-02,2022-03-31,regular,29.0,True
3249,2022-03-29,,regular,2.0,False
5501,2022-03-01,2022-03-31,regular,30.0,True
2206,2022-03-09,,regular,22.0,False
494,2022-01-04,,regular,86.0,False
6515,2022-02-28,2022-03-19,regular,19.0,True
6287,2022-02-12,2022-03-15,regular,31.0,True
4245,2022-03-11,,regular,20.0,False
8601,2022-03-22,,fast,9.0,False
6383,2022-03-23,,regular,8.0,False
5612,2022-01-28,2022-03-02,regular,33.0,True
2810,2022-01-01,2022-01-22,regular,21.0,True
14,2022-02-22,,regular,37.0,False
3763,2022-03-30,,regular,1.0,False
785,2022-02-15,,regular,44.0,False
6658,2022-02-13,2022-03-17,regular,32.0,True
3327,2022-01-10,2022-01-24,regular,14.0,True
4510,2022-02-20,2022-03-24,regular,32.0,True
7979,2022-01-11,2022-02-19,fast,39.0,True
8636,2022-02-06,2022-03-06,fast,28.0,True
1515,2022-01-10,2022-02-19,regular,40.0,True
1559,2022-01-28,2022-02-26,regular,29.0,True
8786,2022-01-09,2022-02-02,fast,24.0,True
3382,2022-01-04,2022-01-25,regular,21.0,True
4460,2022-01-14,2022-02-11,regular,28.0,True
4452,2022-03-11,,regular,20.0,False
5520,2022-01-14,2022-02-21,regular,38.0,True
9074,2022-02-09,,chunk,50.0,False
5977,2022-02-15,2022-03-19,regular,32.0,True
6327,2022-03-14,,regular,17.0,False
4506,2022-02-18,,regular,41.0,False
3314,2022-01-01,2022-01-26,regular,25.0,True
4709,2022-02-23,2022-03-19,regular,24.0,True
4113,2022-01-15,2022-02-06,regular,22.0,True
6496,2022-03-05,,regular,26.0,False
7776,2022-03-24,,fast,7.0,False
7469,2022-02-05,2022-03-05,fast,28.0,True
6757,2022-01-28,,regular,62.0,False
5609,2022-03-22,,regular,9.0,False
914,2022-01-03,2022-02-03,regular,31.0,True
8918,2022-03-16,,fast,15.0,False
8946,2022-01-07,2022-02-24,fast,48.0,True
9745,2022-01-06,2022-03-01,chunk,54.0,True
7535,2022-01-01,,fast,89.0,False
250,2022-03-26,,regular,5.0,False
2310,2022-02-12,2022-03-20,regular,36.0,True
1555,2022-03-11,,regular,20.0,False
5791,2022-01-07,2022-02-11,regular,35.0,True
5196,2022-02-02,,regular,57.0,False
304,2022-01-13,2022-02-15,regular,33.0,True
358,2022-01-06,,regular,84.0,False
9001,2022-02-10,,chunk,49.0,False
2049,2022-03-13,,regular,18.0,False
9571,2022-02-26,,chunk,33.0,False
1661,2022-01-30,2022-03-09,regular,38.0,True
6,2022-03-29,,regular,2.0,False
5012,2022-03-26,,regular,5.0,False
696,2022-02-20,2022-03-22,regular,30.0,True
4152,2022-01-19,2022-02-14,regular,26.0,True
4380,2022-02-22,2022-03-21,regular,27.0,True
9928,2022-01-29,,chunk,61.0,False
5257,2022-03-22,,regular,9.0,False
2936,2022-03-24,,regular,7.0,False
6653,2022-01-16,,regular,74.0,False
5355,2022-01-19,2022-02-25,regular,37.0,True
731,2022-01-29,,regular,61.0,False
2873,2022-01-05,2022-01-17,regular,12.0,True
6084,2022-03-04,,regular,27.0,False
827,2022-03-23,,regular,8.0,False
8228,2022-01-02,2022-01-29,fast,27.0,True
7959,2022-02-20,2022-03-25,fast,33.0,True
3918,2022-01-11,2022-01-26,regular,15.0,True
2856,2022-03-06,2022-03-30,regular,24.0,True
3536,2022-02-02,,regular,57.0,False
5733,2022-01-15,,regular,75.0,False
4050,2022-03-25,,regular,6.0,False
9739,2022-01-31,,chunk,59.0,False
8948,2022-03-07,2022-03-18,fast,11.0,True
6844,2022-01-24,,regular,66.0,False
3482,2022-02-26,,regular,33.0,False
6416,2022-01-11,,regular,79.0,False
2412,2022-01-14,,regular,76.0,False
323,2022-01-27,,regular,63.0,False
5543,2022-02-03,2022-02-15,regular,12.0,True
8562,2022-03-06,,fast,25.0,False
3554,2022-02-17,2022-03-14,regular,25.0,True
824,2022-02-19,,regular,40.0,False
4854,2022-03-30,,regular,1.0,False
9804,2022-02-14,,chunk,45.0,False
4182,2022-02-24,,regular,35.0,False
296,2022-02-12,,regular,47.0,False
2511,2022-03-08,,regular,23.0,False
470,2022-03-06,,regular,25.0,False
6101,2022-03-06,,regular,25.0,False
4381,2022-01-02,,regular,88.0,False
5526,2022-03-18,,regular,13.0,False
7397,2022-01-25,2022-02-03,fast,9.0,True
5640,2022-02-18,,regular,41.0,False
3392,2022-02-02,2022-03-16,regular,42.0,True
955,2022-01-24,2022-02-20,regular,27.0,True
1010,2022-02-17,2022-03-15,regular,26.0,True
238,2022-03-24,,regular,7.0,False
645,2022-03-23,,regular,8.0,False
3767,2022-03-04,,regular,27.0,False
5478,2022-02-26,2022-03-29,regular,31.0,True
9966,2022-01-08,,chunk,82.0,False
7115,2022-03-17,,fast,14.0,False
2175,2022-03-03,,regular,28.0,False
8716,2022-03-17,,fast,14.0,False
9342,2022-02-21,,chunk,38.0,False
4796,2022-02-24,,regular,35.0,False
3866,2022-01-05,2022-02-08,regular,34.0,True
207,2022-03-02,,regular,29.0,False
5623,2022-03-27,,regular,4.0,False
103,2022-02-02,,regular,57.0,False
9350,2022-03-20,,chunk,11.0,False
4529,2022-03-14,,regular,17.0,False
8013,2022-01-24,2022-02-16,fast,23.0,True
8128,2022-03-25,,fast,6.0,False
7058,2022-02-14,,fast,45.0,False
5917,2022-03-15,,regular,16.0,False
1153,2022-03-03,,regular,28.0,False
2951,2022-03-24,,regular,7.0,False
9023,2022-02-13,,chunk,46.0,False
3549,2022-02-18,2022-03-23,regular,33.0,True
3276,2022-01-23,,regular,67.0,False
2844,2022-03-22,,regular,9.0,False
8434,2022-02-10,2022-03-10,fast,28.0,True
9618,2022-03-26,,chunk,5.0,False
5268,2022-03-07,,regular,24.0,False
9969,2022-01-03,,chunk,87.0,False
8053,2022-02-04,2022-03-22,fast,46.0,True
104,2022-03-20,,regular,11.0,False
9471,2022-01-06,,chunk,84.0,False
99,2022-01-26,2022-02-20,regular,25.0,True
4222,2022-03-20,,regular,11.0,False
4175,2022-03-08,,regular,23.0,False
9269,2022-02-04,,chunk,55.0,False
420,2022-03-04,2022-03-29,regular,25.0,True
6738,2022-01-05,,regular,85.0,False
4631,2022-02-14,2022-03-14,regular,28.0,True
9676,2022-02-11,,chunk,48.0,False
2477,2022-03-28,,regular,3.0,False
3867,2022-02-02,2022-03-05,regular,31.0,True
4674,2022-03-15,,regular,16.0,False
2117,2022-02-17,,regular,42.0,False
3899,2022-03-24,,regular,7.0,False
8014,2022-01-05,2022-01-14,fast,9.0,True
7078,2022-02-08,2022-02-27,fast,19.0,True
1875,2022-01-20,2022-02-16,regular,27.0,True
8040,2022-03-03,,fast,28.0,False
7301,2022-01-17,2022-03-13,fast,55.0,True
1509,2022-01-12,,regular,78.0,False
9977,2022-03-08,,chunk,23.0,False
5752,2022-01-21,,regular,69.0,False
854,2022-03-12,,regular,19.0,False
3858,2022-01-30,2022-03-01,regular,30.0,True
830,2022-02-20,2022-03-28,regular,36.0,True
5847,2022-01-01,2022-01-27,regular,26.0,True
5140,2022-03-26,,regular,5.0,False
70,2022-01-23,2022-02-18,regular,26.0,True
2621,2022-03-10,,regular,21.0,False
3427,2022-02-04,2022-03-03,regular,27.0,True
2132,2022-03-17,,regular,14.0,False
7589,2022-01-24,2022-02-15,fast,22.0,True
5568,2022-01-04,2022-01-21,regular,17.0,True
8382,2022-02-11,,fast,48.0,False
9962,2022-03-16,,chunk,15.0,False
683,2022-02-03,,regular,56.0,False
8736,2022-03-15,2022-03-21,fast,6.0,True
7962,2022-02-26,2022-03-28,fast,30.0,True
8943,2022-02-14,,fast,45.0,False
4325,2022-03-06,,regular,25.0,False
1973,2022-01-02,2022-02-07,regular,36.0,True
7922,2022-02-03,2022-03-15,fast,40.0,True
4291,2022-01-18,2022-02-23,regular,36.0,True
7404,2022-03-22,,fast,9.0,False
7631,2022-03-17,2022-03-30,fast,13.0,True
2146,2022-02-07,2022-03-04,regular,25.0,True
1732,2022-01-31,2022-02-28,regular,28.0,True
3628,2022-02-06,,regular,53.0,False
7566,2022-01-16,2022-02-09,fast,24.0,True
1648,2022-02-13,,regular,46.0,False
2973,2022-01-29,2022-03-02,regular,32.0,True
7992,2022-01-05,2022-03-01,fast,55.0,True
8278,2022-03-11,,fast,20.0,False
5274,2022-02-10,,regular,49.0,False
9063,2022-02-01,,chunk,58.0,False
529,2022-01-11,,regular,79.0,False
2251,2022-01-11,2022-02-08,regular,28.0,True
5360,2022-01-09,,regular,81.0,False
7176,2022-03-26,,fast,5.0,False
1145,2022-02-06,,regular,53.0,False
1474,2022-03-14,,regular,17.0,False
2985,2022-03-09,,regular,22.0,False
5852,2022-03-16,,regular,15.0,False
6763,2022-03-23,,regular,8.0,False
4941,2022-03-19,,regular,12.0,False
4183,2022-02-21,2022-03-27,regular,34.0,True
2582,2022-02-02,2022-03-06,regular,32.0,True
2931,2022-01-27,,regular,63.0,False
9774,2022-01-15,2022-03-19,chunk,63.0,True
5879,2022-01-15,,regular,75.0,False
5033,2022-01-22,2022-02-18,regular,27.0,True
6205,2022-03-21,,regular,10.0,False
4283,2022-01-23,2022-02-13,regular,21.0,True
9788,2022-01-15,,chunk,75.0,False
7519,2022-03-03,,fast,28.0,False
7586,2022-01-26,2022-02-06,fast,11.0,True
2107,2022-03-23,,regular,8.0,False
9273,2022-03-20,,chunk,11.0,False
9305,2022-01-03,,chunk,87.0,False
3774,2022-01-04,,regular,86.0,False
561,2022-02-21,,regular,38.0,False
6785,2022-02-21,2022-03-26,regular,33.0,True
1861,2022-01-26,2022-02-24,regular,29.0,True
686,2022-01-23,2022-02-18,regular,26.0,True
6150,2022-03-11,,regular,20.0,False
5029,2022-03-05,2022-03-30,regular,25.0,True
1440,2022-01-09,2022-02-17,regular,39.0,True
8615,2022-01-23,2022-01-30,fast,7.0,True
1464,2022-02-09,,regular,50.0,False
4451,2022-03-05,2022-03-28,regular,23.0,True
910,2022-01-06,,regular,84.0,False
6841,2022-01-10,2022-02-09,regular,30.0,True
2883,2022-01-01,2022-01-31,regular,30.0,True
101,2022-02-21,2022-03-28,regular,35.0,True
436,2022-02-15,2022-03-25,regular,38.0,True
9281,2022-01-04,,chunk,86.0,False
832,2022-03-11,,regular,20.0,False
5496,2022-01-30,,regular,60.0,False
8779,2022-03-30,,fast,1.0,False
7820,2022-02-14,2022-03-14,fast,28.0,True
4573,2022-01-20,2022-02-22,regular,33.0,True
1990,2022-03-12,2022-03-31,regular,19.0,True
773,2022-02-03,,regular,56.0,False
6076,2022-02-14,,regular,45.0,False
3908,2022-02-22,2022-03-17,regular,23.0,True
5028,2022-03-08,,regular,23.0,False
8868,2022-01-13,2022-03-03,fast,49.0,True
5600,2022-03-04,,regular,27.0,False
6393,2022-03-06,,regular,25.0,False
3735,2022-01-16,,regular,74.0,False
7746,2022-02-05,,fast,54.0,False
4661,2022-02-05,,regular,54.0,False
8175,2022-03-15,2022-03-30,fast,15.0,True
9817,2022-03-11,,chunk,20.0,False
5800,2022-01-15,2022-02-10,regular,26.0,True
6172,2022-01-20,,regular,70.0,False
9840,2022-01-21,2022-03-22,chunk,60.0,True
1161,2022-02-22,,regular,37.0,False
9445,2022-03-03,,chunk,28.0,False
535,2022-03-11,,regular,20.0,False
5230,2022-01-18,,regular,72.0,False
407,2022-02-27,2022-03-15,regular,16.0,True
7206,2022-03-03,2022-03-27,fast,24.0,True
9764,2022-03-03,,chunk,28.0,False
5753,2022-02-02,2022-03-06,regular,32.0,True
1826,2022-03-03,,regular,28.0,False
6540,2022-03-15,,regular,16.0,False
4066,2022-02-05,2022-03-06,regular,29.0,True
8430,2022-01-07,2022-01-27,fast,20.0,True
4279,2022-03-07,,regular,24.0,False
5311,2022-02-07,2022-03-16,regular,37.0,True
201,2022-03-08,2022-03-31,regular,23.0,True
2427,2022-03-10,,regular,21.0,False
9643,2022-01-22,,chunk,68.0,False
3031,2022-02-03,2022-03-04,regular,29.0,True
2680,2022-01-11,,regular,79.0,False
2218,2022-01-03,2022-02-01,regular,29.0,True
5294,2022-02-21,2022-03-11,regular,18.0,True
5935,2022-02-27,,regular,32.0,False
2201,2022-02-14,,regular,45.0,False
8222,2022-03-03,2022-03-29,fast,26.0,True
8482,2022-03-11,,fast,20.0,False
9170,2022-02-21,,chunk,38.0,False
3824,2022-03-26,,regular,5.0,False
9992,2022-02-20,,chunk,39.0,False
8748,2022-02-16,2022-03-22,fast,34.0,True
2348,2022-03-03,,regular,28.0,False
7168,2022-01-28,2022-02-13,fast,16.0,True
5499,2022-02-02,2022-02-19,regular,17.0,True
8301,2022-03-04,2022-03-12,fast,8.0,True
5133,2022-03-22,,regular,9.0,False
599,2022-02-23,,regular,36.0,False
4185,2022-01-30,,regular,60.0,False
621,2022-02-11,2022-03-19,regular,36.0,True
2358,2022-03-03,2022-03-23,regular,20.0,True
6455,2022-02-10,,regular,49.0,False
803,2022-03-16,,regular,15.0,False
1619,2022-03-15,,regular,16.0,False
7592,2022-02-04,,fast,55.0,False
2101,2022-01-30,2022-02-21,regular,22.0,True
8574,2022-03-15,2022-03-24,fast,9.0,True
4545,2022-01-14,2022-02-02,regular,19.0,True
3596,2022-01-26,,regular,64.0,False
1643,2022-02-09,2022-03-12,regular,31.0,True
4929,2022-03-04,2022-03-31,regular,27.0,True
5670,2022-02-08,,regular,51.0,False
